EMPLOYEE_ID,JOB_ROLE,TEAM_SIZE,MONTHLY_EXTRA_HOURS,EXTRA_HOLIDAYS,TODO_COMPLETED,BMI_RANGE,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,DAILY_STRESS,TIME_FOR_HOBBY,HEALTHY_MEALS_PER_WEEK,SUFFICIENT_INCOME,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
9858,Environmental and Sustainability Manager,0,5,0,4,2,1,8,1,0,2,1,21 to 35,Female,597
9859,Environmental and Sustainability Manager,0,6,2,7,1,8,7,1,6,7,2,36 to 50,Female,688.3
9860,Logistics Coordinator,3,3,1,4,1,3,8,2,1,1,2,21 to 35,Female,621.2
9861,Depot Driver,3,5,3,9,1,3,8,4,4,4,2,Less than 20,Female,660.3
9862,Environmental and Sustainability Manager,0,6,4,7,1,1,8,2,1,5,2,51 or more,Male,663.3
9863,Train Conductor,0,10,1,8,2,5,5,2,10,5,2,21 to 35,Female,692.4
9864,Fleet Manager,0,4,1,6,1,3,6,2,2,5,1,21 to 35,Female,605.5
9865,City Bus Driver,7,3,2,3,1,6,4,5,1,5,2,21 to 35,Female,609.1
9866,Logistics Coordinator,0,5,0,7,1,7,6,2,2,8,2,36 to 50,Male,679.4
9867,Operations Manager,0,4,2,6,1,10,8,2,2,5,2,21 to 35,Female,682.1
9868,City Bus Driver,9,1,0,0,1,2,6,4,1,0,1,Less than 20,Male,554.3
9869,Operations Manager,0,3,0,5,2,6,7,3,2,0,2,21 to 35,Male,613.1
9870,Operations Manager,0,10,0,2,2,9,5,3,1,1,2,36 to 50,Male,587.8
9871,Intercity Bus Driver,4,1,2,6,1,3,8,2,6,5,2,21 to 35,Male,636.5
9872,Maintenance Technician,0,6,5,8,1,10,7,2,6,10,2,51 or more,Female,780.5
9873,Intercity Bus Driver,0,2,2,7,2,6,6,3,0,4,2,51 or more,Female,652
9874,Intercity Bus Driver,5,10,5,7,1,3,9,5,3,4,1,21 to 35,Female,638.4
9875,City Bus Driver,10,4,5,7,1,8,7,3,1,5,2,36 to 50,Female,649.2
9876,Maintenance Technician,10,10,5,7,2,4,5,4,0,0,1,21 to 35,Female,608.9
9877,Train Conductor,0,2,0,4,2,1,8,3,4,6,2,36 to 50,Female,656.5
9878,Environmental and Sustainability Manager,0,2,0,8,2,3,8,3,4,4,1,36 to 50,Female,621.2
9879,City Bus Driver,0,4,3,10,1,9,8,2,5,4,2,51 or more,Female,721
9880,Maintenance Technician,3,10,4,6,1,7,7,3,1,10,2,36 to 50,Female,703.4
9881,Depot Driver,4,10,1,7,1,10,7,3,7,6,2,21 to 35,Female,688.7
9882,Fleet Manager,0,10,5,6,1,10,7,4,6,3,2,Less than 20,Male,704
9883,Logistics Coordinator,3,10,0,3,2,4,7,3,2,5,2,21 to 35,Female,624.6
9884,Depot Driver,10,10,2,7,2,10,9,3,3,3,2,21 to 35,Male,661.9
9885,Maintenance Technician,0,2,4,8,1,3,9,3,5,5,1,51 or more,Female,682.6
9886,Fleet Manager,0,4,5,5,2,10,7,3,2,6,2,51 or more,Female,698.9
9887,Depot Driver,10,10,2,6,2,1,7,4,3,4,2,36 to 50,Female,632.5
9888,Operations Manager,10,10,2,0,2,8,9,2,0,8,2,21 to 35,Female,639.4
9889,City Bus Driver,0,9,4,8,1,8,8,1,3,10,2,21 to 35,Female,707.2
9890,Depot Driver,3,10,1,8,2,10,8,3,3,4,1,36 to 50,Female,649.8
9891,Train Conductor,0,10,5,4,2,4,8,4,1,7,2,Less than 20,Female,674.1
9892,Operations Manager,0,2,1,1,1,5,6,2,1,4,1,21 to 35,Male,624.6
9893,Intercity Bus Driver,0,5,5,7,1,5,7,2,2,4,2,21 to 35,Female,692.8
9894,Logistics Coordinator,5,10,3,10,2,10,7,5,5,5,2,51 or more,Male,698.9
9895,City Bus Driver,2,3,0,4,1,10,8,4,1,5,1,36 to 50,Male,607.3
9896,Intercity Bus Driver,10,9,2,7,1,5,8,4,5,10,2,36 to 50,Female,662.4
9897,Maintenance Technician,2,0,2,0,2,1,8,5,2,2,1,21 to 35,Female,547.7
9898,Operations Manager,0,10,5,3,2,8,7,5,6,8,2,21 to 35,Female,696.8
9899,Operations Manager,0,6,5,4,2,3,6,2,3,3,1,36 to 50,Female,631
9900,Fleet Manager,0,2,5,8,1,6,8,1,6,5,2,51 or more,Male,711.9
9901,Maintenance Technician,0,2,1,3,1,8,7,4,2,6,1,21 to 35,Female,654.3
9902,Environmental and Sustainability Manager,4,5,1,3,1,6,7,2,9,5,2,21 to 35,Male,670.9
9903,City Bus Driver,0,10,2,2,1,6,7,5,10,2,2,51 or more,Male,687.9
9904,City Bus Driver,0,10,0,6,1,6,7,3,6,8,2,21 to 35,Male,676
9905,Maintenance Technician,8,4,0,7,1,5,7,4,6,3,2,21 to 35,Male,658.8
9906,Train Conductor,10,10,0,1,1,6,4,5,0,1,1,21 to 35,Female,556.4
9907,Environmental and Sustainability Manager,0,9,3,6,1,3,8,1,5,4,2,21 to 35,Female,673.9
9908,Environmental and Sustainability Manager,0,10,5,2,2,2,8,1,0,4,2,51 or more,Male,677.1
9909,Depot Driver,10,10,5,4,1,6,8,2,10,3,2,36 to 50,Female,708.5
9910,City Bus Driver,0,10,5,7,2,9,6,4,7,10,2,51 or more,Male,727.4
9911,Train Conductor,1,5,5,6,2,7,7,3,2,6,1,51 or more,Male,662.6
9912,Logistics Coordinator,10,10,4,5,1,6,6,4,3,6,2,51 or more,Male,711.5
9913,Environmental and Sustainability Manager,0,8,3,9,1,2,9,2,2,4,2,Less than 20,Male,682.4
9914,Environmental and Sustainability Manager,0,8,1,8,1,2,7,3,2,7,2,Less than 20,Female,658.2
9915,City Bus Driver,7,10,3,7,2,5,7,4,10,3,1,21 to 35,Female,703
9916,Logistics Coordinator,4,4,5,3,1,2,6,3,4,7,1,21 to 35,Female,673.3
9917,Train Conductor,0,4,2,7,1,10,7,1,4,5,2,51 or more,Female,712.5
9918,Train Conductor,7,2,1,8,2,10,10,2,10,5,2,21 to 35,Female,646.8
9919,Train Conductor,0,5,2,10,2,1,5,4,7,3,2,36 to 50,Male,625.3
9920,Environmental and Sustainability Manager,6,10,1,6,1,4,7,3,2,5,2,Less than 20,Female,655.2
9921,Train Conductor,0,2,3,4,2,2,8,0,6,3,2,36 to 50,Female,666.9
9922,Fleet Manager,0,3,5,8,1,10,7,1,4,10,2,36 to 50,Female,722.7
9923,Maintenance Technician,0,3,5,8,1,7,7,4,7,10,2,51 or more,Female,720.4
9924,Train Conductor,10,6,5,5,1,6,9,2,5,10,2,21 to 35,Female,684.9
9925,Fleet Manager,0,10,1,3,2,3,7,2,7,6,2,Less than 20,Female,682.2
9926,Fleet Manager,7,10,5,5,2,6,6,3,6,5,2,51 or more,Female,660.5
9927,Train Conductor,10,3,1,3,2,7,10,5,0,3,1,21 to 35,Female,595.2
9928,Fleet Manager,1,4,2,6,1,4,8,2,2,4,1,Less than 20,Male,646.9
9929,Environmental and Sustainability Manager,2,2,2,7,2,4,10,3,6,3,1,21 to 35,Female,633.7
9930,Maintenance Technician,0,10,0,8,2,10,7,1,10,9,2,21 to 35,Male,746.5
9931,Depot Driver,0,10,5,10,2,10,7,0,10,10,2,36 to 50,Male,797.5
9932,Environmental and Sustainability Manager,0,10,1,4,1,7,5,3,2,10,2,21 to 35,Male,665.6
9933,Maintenance Technician,0,10,5,4,1,6,7,3,2,7,1,21 to 35,Female,687.9
9934,Fleet Manager,4,4,5,5,1,10,8,5,6,10,1,Less than 20,Female,694
9935,Depot Driver,6,7,2,3,2,3,6,3,3,6,2,21 to 35,Female,639.5
9936,Environmental and Sustainability Manager,0,4,2,7,2,10,6,2,0,10,2,36 to 50,Female,644.3
9937,City Bus Driver,0,10,4,9,1,6,5,1,9,3,2,36 to 50,Female,730
9938,Intercity Bus Driver,0,8,2,4,2,3,5,4,0,3,1,51 or more,Male,615.5
9939,Train Conductor,0,5,4,3,1,10,7,3,2,8,2,51 or more,Female,732.9
9940,Operations Manager,3,3,2,1,2,3,7,1,1,3,2,21 to 35,Male,619.3
9941,Logistics Coordinator,0,2,0,10,2,10,8,0,10,10,2,51 or more,Male,716.1
9942,City Bus Driver,8,3,4,8,1,7,7,2,5,5,2,21 to 35,Male,686.4
9943,Operations Manager,0,10,5,8,2,8,8,3,1,4,1,21 to 35,Female,678.3
9944,Logistics Coordinator,7,2,3,5,1,7,7,2,2,5,1,51 or more,Female,650.7
9945,Intercity Bus Driver,0,5,3,5,1,10,6,3,6,7,1,21 to 35,Male,671.5
9946,Train Conductor,5,10,0,9,1,1,6,2,2,4,2,21 to 35,Male,649.3
9947,Operations Manager,0,8,5,9,1,8,8,4,7,9,2,51 or more,Female,744.6
9948,City Bus Driver,0,10,1,9,1,10,8,2,4,10,2,36 to 50,Female,743.3
9949,Maintenance Technician,10,10,5,9,2,6,5,5,8,7,2,51 or more,Female,702.8
9950,Intercity Bus Driver,4,4,1,4,2,8,6,4,1,3,2,51 or more,Female,626.9
9951,Maintenance Technician,0,2,1,4,1,8,9,1,1,2,2,21 to 35,Male,642.8
9952,Intercity Bus Driver,4,1,1,5,1,4,6,4,0,3,1,36 to 50,Male,604
9953,Train Conductor,0,10,5,9,1,10,7,3,10,4,2,36 to 50,Female,768.6
9954,Maintenance Technician,4,3,3,8,1,2,8,3,1,10,1,21 to 35,Female,666.9
9955,Fleet Manager,0,10,3,7,2,7,6,5,10,3,2,21 to 35,Female,653.9
9956,Fleet Manager,10,10,3,8,1,1,7,1,4,10,1,51 or more,Male,690.3
9957,Maintenance Technician,0,4,0,8,1,5,8,4,10,6,2,21 to 35,Male,701.5
9958,Operations Manager,0,10,1,8,1,10,6,4,2,3,1,21 to 35,Female,652.8
9959,Depot Driver,3,5,2,4,2,10,9,1,5,10,1,21 to 35,Male,692.5
9960,Fleet Manager,0,0,0,2,1,10,9,1,2,0,1,21 to 35,Male,624.5
9961,Train Conductor,1,5,0,4,1,2,7,2,1,5,2,51 or more,Male,651.4
9962,Maintenance Technician,0,10,5,8,1,2,7,2,3,5,2,21 to 35,Female,721.1
9963,Train Conductor,10,10,5,10,1,10,4,4,10,3,2,Less than 20,Female,717
9964,Intercity Bus Driver,10,10,5,8,1,1,7,4,3,1,1,21 to 35,Female,647.8
9965,City Bus Driver,0,3,5,8,2,10,8,2,8,10,2,36 to 50,Female,756.9
9966,Operations Manager,5,10,5,10,2,8,5,2,10,10,2,51 or more,Female,771.2
9967,Intercity Bus Driver,0,8,4,8,2,5,7,2,1,10,2,51 or more,Female,720
9968,Depot Driver,0,4,5,2,2,6,7,1,2,7,1,36 to 50,Male,660.7
9969,Fleet Manager,10,3,4,9,1,4,6,3,3,4,2,21 to 35,Female,655
9970,Intercity Bus Driver,0,5,1,9,1,10,7,4,1,1,2,51 or more,Female,656.4
9971,Maintenance Technician,0,1,0,5,1,8,7,4,2,0,2,21 to 35,Male,637.3
9972,Train Conductor,0,6,0,1,1,5,9,5,1,2,1,21 to 35,Female,599.7
9973,City Bus Driver,4,10,5,3,2,4,6,3,0,7,2,36 to 50,Male,643.1
9974,Maintenance Technician,0,10,2,7,1,10,9,3,8,10,2,21 to 35,Female,752
9975,Depot Driver,0,7,2,7,2,2,7,3,1,4,2,21 to 35,Female,676.9
9976,Intercity Bus Driver,8,3,4,6,2,2,8,3,6,6,1,21 to 35,Female,641.4
9977,Train Conductor,0,7,0,7,2,6,8,1,0,8,2,51 or more,Female,672.8
9978,Fleet Manager,0,3,0,5,2,4,8,1,0,0,1,21 to 35,Male,611.2
9979,City Bus Driver,2,8,5,8,1,10,9,1,3,10,2,51 or more,Female,772.4
9980,Train Conductor,0,4,3,9,1,7,8,2,2,7,2,36 to 50,Female,690
9981,Logistics Coordinator,8,10,4,7,1,5,7,2,2,10,2,36 to 50,Female,697.9
9982,Environmental and Sustainability Manager,4,10,5,8,1,9,7,3,7,10,2,36 to 50,Female,753.1
9983,Train Conductor,3,10,5,8,1,6,7,2,10,10,1,21 to 35,Male,715.1
9984,Logistics Coordinator,0,7,4,6,1,3,5,3,2,0,2,51 or more,Male,675
9985,Depot Driver,10,4,1,8,1,1,8,3,8,5,2,21 to 35,Female,663.3
9986,Train Conductor,0,1,0,4,2,8,5,5,3,3,1,36 to 50,Female,587.6
9987,City Bus Driver,1,5,1,6,2,5,6,1,0,3,2,21 to 35,Male,624.6
9988,Maintenance Technician,10,10,1,8,1,8,8,4,1,7,2,21 to 35,Male,664.7
9989,Logistics Coordinator,6,7,3,8,2,6,6,4,4,5,2,21 to 35,Male,672.4
9990,Maintenance Technician,10,7,5,6,1,5,8,3,3,4,1,36 to 50,Female,642
9991,City Bus Driver,7,4,0,4,2,4,6,4,2,6,1,21 to 35,Female,646.5
9992,Environmental and Sustainability Manager,5,2,1,3,1,2,7,3,1,2,2,51 or more,Female,608.9
9993,Operations Manager,0,10,0,10,1,10,8,3,1,3,2,21 to 35,Female,654.9
9994,Maintenance Technician,0,6,5,2,1,10,7,3,6,6,2,36 to 50,Female,705.7
9995,Train Conductor,0,9,1,9,1,10,6,3,2,6,2,21 to 35,Male,714
9996,Train Conductor,0,8,4,6,1,5,7,4,6,5,2,21 to 35,Female,703
9997,Depot Driver,0,8,5,5,1,9,8,4,7,8,2,36 to 50,Male,731.2
9998,Operations Manager,0,3,1,0,2,2,10,3,0,2,1,21 to 35,Female,585.7
9999,Fleet Manager,0,2,2,4,1,8,5,2,2,5,2,21 to 35,Male,681.1
10000,Fleet Manager,0,5,1,10,2,6,7,1,6,8,2,21 to 35,Male,696.4
10001,Fleet Manager,4,6,3,3,2,4,5,3,2,3,1,21 to 35,Female,580
10002,Operations Manager,10,0,0,0,1,1,1,5,0,0,1,21 to 35,Male,514
10003,Environmental and Sustainability Manager,7,4,2,7,1,8,8,2,1,6,1,36 to 50,Female,649.4
10004,Logistics Coordinator,0,7,2,6,1,5,7,2,3,6,2,21 to 35,Male,701.3
10005,Logistics Coordinator,1,1,1,7,1,3,7,1,1,3,2,36 to 50,Male,653.3
10006,City Bus Driver,0,3,3,3,1,7,7,2,3,1,1,21 to 35,Male,625.2
10007,City Bus Driver,2,3,3,5,2,4,8,5,0,3,2,21 to 35,Female,607.8
10008,Intercity Bus Driver,3,8,0,6,1,2,7,4,2,5,2,36 to 50,Female,648
10009,Depot Driver,1,2,1,8,2,9,8,2,1,4,2,51 or more,Female,644.5
10010,Train Conductor,10,6,2,5,2,10,6,1,5,8,1,Less than 20,Female,649.4
10011,Logistics Coordinator,0,10,1,6,1,2,7,3,3,5,2,21 to 35,Male,685.4
10012,Operations Manager,0,10,5,8,1,10,5,1,4,10,2,Less than 20,Male,718.9
10013,Operations Manager,10,10,2,6,2,7,8,5,10,5,2,21 to 35,Female,623.7
10014,Operations Manager,2,7,1,6,1,7,6,1,6,9,2,36 to 50,Male,704.9
10015,Environmental and Sustainability Manager,0,6,2,7,2,6,7,2,4,5,2,21 to 35,Female,704.9
10016,Train Conductor,0,8,0,10,1,10,7,2,1,8,2,36 to 50,Female,715.9
10017,Environmental and Sustainability Manager,6,4,0,1,2,1,7,2,3,3,1,21 to 35,Male,571.3
10018,Train Conductor,5,4,2,7,1,10,7,3,1,2,1,21 to 35,Female,629.2
10019,Train Conductor,10,10,3,8,2,5,8,5,2,5,2,51 or more,Female,665.8
10020,Depot Driver,0,10,5,2,2,5,6,4,1,7,2,36 to 50,Female,662
10021,City Bus Driver,0,8,5,8,1,8,8,2,5,7,2,21 to 35,Female,746.3
10022,City Bus Driver,0,5,1,10,2,2,8,1,2,4,2,51 or more,Male,661.8
10023,City Bus Driver,0,5,0,5,2,5,7,2,3,3,2,51 or more,Male,650.3
10024,Depot Driver,5,8,1,5,1,4,7,0,4,10,2,Less than 20,Male,682.4
10025,Intercity Bus Driver,0,5,5,2,1,5,8,3,1,2,1,21 to 35,Female,626.7
10026,Train Conductor,0,10,2,8,1,10,8,2,8,10,1,Less than 20,Male,722.9
10027,Maintenance Technician,6,5,0,7,1,10,6,4,6,3,1,21 to 35,Female,652.8
10028,Environmental and Sustainability Manager,0,3,5,9,2,10,9,3,7,10,2,51 or more,Female,740.1
10029,Maintenance Technician,3,5,1,6,1,2,8,1,2,10,1,Less than 20,Female,660.1
10030,Logistics Coordinator,10,3,0,3,1,5,7,4,0,3,2,21 to 35,Male,604.4
10031,City Bus Driver,0,3,5,8,1,2,9,1,0,7,2,51 or more,Female,699.4
10032,Operations Manager,4,1,0,3,1,1,8,4,1,2,2,21 to 35,Female,593.6
10033,Train Conductor,0,10,2,7,2,8,8,2,8,7,2,21 to 35,Female,725.9
10034,Train Conductor,5,5,1,3,2,4,6,4,1,3,2,36 to 50,Male,605.7
10035,Train Conductor,10,5,0,10,1,1,8,3,0,6,2,21 to 35,Male,624.2
10036,Train Conductor,10,10,5,5,2,5,7,4,6,10,2,51 or more,Female,704.7
10037,Maintenance Technician,0,10,3,9,1,10,6,2,1,8,2,51 or more,Female,710.6
10038,Fleet Manager,5,5,0,1,1,1,5,5,1,5,1,36 to 50,Male,560.7
10039,City Bus Driver,0,10,5,8,1,10,6,2,1,4,2,21 to 35,Male,703.8
10040,City Bus Driver,0,7,2,5,2,7,8,0,4,5,2,36 to 50,Male,671.3
10041,Train Conductor,0,4,5,4,2,8,7,4,2,10,1,36 to 50,Male,654.3
10042,Fleet Manager,10,10,0,0,1,7,6,4,0,2,1,Less than 20,Female,591
10043,Depot Driver,0,10,5,2,2,6,6,3,2,8,2,21 to 35,Female,662.2
10044,Logistics Coordinator,0,5,1,8,1,4,5,3,1,6,1,36 to 50,Female,612.3
10045,Environmental and Sustainability Manager,0,6,5,2,2,3,6,2,2,10,2,51 or more,Female,668.4
10046,Depot Driver,0,10,2,3,1,1,7,5,0,8,1,36 to 50,Female,646.1
10047,Operations Manager,0,10,1,5,1,10,6,1,4,6,2,21 to 35,Female,710.6
10048,Train Conductor,8,2,2,4,1,2,10,1,3,2,1,21 to 35,Female,604.4
10049,Fleet Manager,0,2,2,3,1,6,8,3,4,5,1,21 to 35,Female,645.6
10050,Maintenance Technician,0,8,0,7,2,10,8,2,1,5,1,21 to 35,Male,636.2
10051,Intercity Bus Driver,0,10,1,10,1,10,6,1,3,5,2,21 to 35,Male,715.7
10052,Logistics Coordinator,0,5,5,6,2,10,6,5,3,1,2,51 or more,Male,674.9
10053,Fleet Manager,0,10,5,2,2,10,6,0,1,0,2,21 to 35,Male,673.2
10054,Fleet Manager,10,5,5,8,1,10,5,5,1,4,2,21 to 35,Male,683.2
10055,Operations Manager,0,5,5,7,2,7,7,3,5,6,2,36 to 50,Female,705.1
10056,Logistics Coordinator,0,6,3,6,2,4,7,2,2,8,2,36 to 50,Female,675.6
10057,Intercity Bus Driver,0,10,5,3,1,10,7,2,4,8,2,36 to 50,Female,705.7
10058,Maintenance Technician,0,2,1,5,2,3,9,3,6,2,1,36 to 50,Female,611.2
10059,Environmental and Sustainability Manager,0,10,5,6,1,6,7,4,1,4,2,51 or more,Female,696.4
10060,City Bus Driver,5,6,1,6,1,3,7,3,2,6,1,36 to 50,Female,602.3
10061,Environmental and Sustainability Manager,0,10,5,6,2,10,7,1,2,10,2,36 to 50,Male,724.4
10062,Depot Driver,0,2,4,4,1,1,7,2,2,4,1,51 or more,Female,639.3
10063,Intercity Bus Driver,10,10,3,8,2,10,6,5,9,6,1,51 or more,Female,680
10064,Logistics Coordinator,10,10,1,5,1,7,6,4,10,5,2,21 to 35,Male,718.5
10065,Fleet Manager,10,10,1,5,1,10,6,3,6,7,2,36 to 50,Female,686.8
10066,Environmental and Sustainability Manager,0,5,0,4,1,6,8,2,1,5,1,21 to 35,Female,666
10067,Train Conductor,0,2,3,5,1,7,6,3,5,4,2,51 or more,Female,689.6
10068,Logistics Coordinator,0,10,0,6,1,5,6,4,0,4,2,36 to 50,Male,629.7
10069,Train Conductor,0,5,0,5,2,3,7,5,5,9,2,36 to 50,Male,636.3
10070,Depot Driver,0,6,4,8,2,5,7,2,1,5,1,36 to 50,Female,636.7
10071,City Bus Driver,0,10,5,9,2,9,9,2,6,8,2,21 to 35,Female,728
10072,Fleet Manager,0,10,5,5,2,6,7,5,5,10,2,36 to 50,Male,693
10073,Maintenance Technician,4,7,1,6,1,3,7,3,2,5,1,21 to 35,Female,627.8
10074,Maintenance Technician,0,5,4,6,2,7,6,4,3,10,2,36 to 50,Female,677.7
10075,Train Conductor,0,6,5,6,1,2,7,2,3,10,1,Less than 20,Female,680.3
10076,Train Conductor,5,5,5,7,2,7,5,5,2,2,2,51 or more,Male,631.6
10077,Train Conductor,2,5,5,8,1,7,6,4,2,4,2,51 or more,Female,670.9
10078,Train Conductor,10,4,1,0,1,3,10,5,10,3,2,Less than 20,Male,630.1
10079,Train Conductor,5,2,0,8,1,5,7,4,1,3,2,21 to 35,Male,621.4
10080,Logistics Coordinator,0,8,3,7,1,6,7,3,5,5,2,21 to 35,Female,664.1
10081,Operations Manager,0,10,2,8,1,3,8,2,2,5,2,36 to 50,Female,672.2
10082,City Bus Driver,0,5,5,10,1,5,8,0,2,8,2,51 or more,Female,749.1
10083,Fleet Manager,0,7,1,10,1,5,5,4,7,5,2,Less than 20,Male,709.4
10084,City Bus Driver,5,6,5,6,1,3,6,5,6,6,2,51 or more,Female,690.5
10085,Depot Driver,8,10,1,3,1,7,8,2,2,8,2,51 or more,Male,690
10086,Operations Manager,0,10,5,9,1,8,8,2,8,8,2,36 to 50,Male,790.5
10087,Operations Manager,0,10,1,2,2,8,8,1,2,2,2,51 or more,Female,652.8
10088,Intercity Bus Driver,0,5,2,10,1,8,6,4,4,10,2,21 to 35,Male,677.9
10089,Intercity Bus Driver,0,3,5,4,1,3,8,2,1,8,2,21 to 35,Female,672.2
10090,Intercity Bus Driver,0,5,5,8,1,5,7,1,3,4,2,51 or more,Female,713.2
10091,Maintenance Technician,0,9,5,7,2,6,9,4,3,6,2,51 or more,Female,684.9
10092,Logistics Coordinator,0,10,0,7,1,8,8,2,8,10,2,Less than 20,Male,753.1
10093,Depot Driver,4,10,2,4,1,10,6,3,3,6,2,21 to 35,Female,685.1
10094,Fleet Manager,5,10,5,9,2,10,8,1,6,6,2,51 or more,Female,753.5
10095,Operations Manager,0,9,0,2,2,8,7,3,1,9,1,36 to 50,Female,625.4
10096,Operations Manager,0,7,0,8,1,8,9,5,1,4,2,21 to 35,Female,656.4
10097,Depot Driver,0,3,3,6,2,9,6,4,6,9,2,36 to 50,Female,642.4
10098,Environmental and Sustainability Manager,0,6,1,5,1,4,7,1,5,4,2,36 to 50,Male,718.1
10099,Intercity Bus Driver,5,10,5,9,1,1,6,5,2,5,2,Less than 20,Female,683.3
10100,Operations Manager,0,2,1,4,2,5,7,1,1,2,2,21 to 35,Male,646.9
10101,Train Conductor,10,3,1,1,1,5,7,5,2,6,2,21 to 35,Male,621.4
10102,Fleet Manager,0,10,5,7,1,3,6,3,8,7,2,51 or more,Female,717.7
10103,Train Conductor,6,10,1,9,1,6,7,1,1,7,2,21 to 35,Male,679.4
10104,Logistics Coordinator,0,3,4,3,1,10,8,1,3,10,2,36 to 50,Female,716.1
10105,Operations Manager,10,3,3,3,2,10,7,5,7,2,1,Less than 20,Female,636
10106,Intercity Bus Driver,0,2,3,7,1,6,7,3,2,2,2,21 to 35,Female,670.9
10107,Fleet Manager,10,8,2,5,2,8,8,4,1,4,2,36 to 50,Female,630.7
10108,Logistics Coordinator,0,10,0,4,1,2,7,5,1,9,2,36 to 50,Male,648
10109,Train Conductor,0,6,4,10,2,6,6,3,6,10,2,51 or more,Female,733.6
10110,Train Conductor,4,2,4,5,2,4,6,1,3,3,2,21 to 35,Female,639.7
10111,Intercity Bus Driver,4,2,1,4,2,1,7,5,2,4,1,21 to 35,Female,584.9
10112,Logistics Coordinator,0,10,3,10,2,10,5,4,10,9,2,36 to 50,Male,739.3
10113,Train Conductor,0,3,0,10,1,6,8,2,5,5,2,Less than 20,Male,674.5
10114,Maintenance Technician,0,1,1,8,2,3,8,4,0,6,2,36 to 50,Male,629.7
10115,Operations Manager,5,3,4,7,1,10,7,2,2,10,2,36 to 50,Male,712.5
10116,Train Conductor,7,5,4,3,1,3,5,4,2,3,1,Less than 20,Male,618.9
10117,Depot Driver,10,6,2,5,2,2,7,1,3,7,1,21 to 35,Male,629.3
10118,Fleet Manager,10,10,5,8,1,10,6,2,7,6,2,21 to 35,Male,725.9
10119,Depot Driver,0,4,2,8,1,10,7,2,2,6,2,21 to 35,Female,695.5
10120,Logistics Coordinator,10,5,0,8,1,10,7,5,2,5,2,Less than 20,Female,671.7
10121,Maintenance Technician,0,10,5,7,1,7,8,1,3,7,2,Less than 20,Female,732.5
10122,City Bus Driver,5,10,1,7,1,1,7,3,0,4,2,36 to 50,Female,663.1
10123,City Bus Driver,0,5,1,7,1,3,9,2,4,5,2,51 or more,Female,669
10124,Environmental and Sustainability Manager,0,10,1,3,2,3,5,5,4,1,1,36 to 50,Male,612.1
10125,Intercity Bus Driver,0,8,5,6,1,3,8,4,3,7,2,36 to 50,Female,702.8
10126,Fleet Manager,2,3,2,9,1,10,6,5,6,3,2,51 or more,Female,678.3
10127,City Bus Driver,0,10,5,10,1,10,8,0,10,10,2,Less than 20,Male,816.4
10128,Intercity Bus Driver,0,4,5,7,1,2,7,4,2,8,1,51 or more,Female,659.9
10129,Logistics Coordinator,1,6,1,10,1,9,6,1,10,6,2,51 or more,Female,771.6
10130,Fleet Manager,0,10,1,9,1,10,8,2,4,3,2,36 to 50,Male,736.5
10131,Maintenance Technician,4,1,4,3,2,1,8,1,2,2,2,21 to 35,Male,627.6
10132,City Bus Driver,7,4,5,9,1,8,6,5,8,4,1,21 to 35,Female,683
10133,Train Conductor,1,10,4,8,1,5,8,5,6,3,2,36 to 50,Female,677.7
10134,City Bus Driver,3,10,5,3,1,6,8,1,3,10,2,Less than 20,Male,715.3
10135,Maintenance Technician,5,4,0,3,1,6,7,4,2,6,2,21 to 35,Female,640.3
10136,Intercity Bus Driver,0,2,1,3,2,6,7,1,8,2,2,36 to 50,Male,645.4
10137,Depot Driver,1,3,3,5,1,8,7,3,0,4,1,21 to 35,Male,650.9
10138,Maintenance Technician,4,7,1,2,1,7,7,2,4,6,2,21 to 35,Female,688.1
10139,Train Conductor,7,10,3,6,2,1,7,2,1,5,2,21 to 35,Male,647.8
10140,Fleet Manager,0,6,1,10,1,10,8,2,3,9,2,36 to 50,Female,687.2
10141,Logistics Coordinator,0,8,4,5,1,8,7,3,3,4,2,21 to 35,Male,698.5
10142,City Bus Driver,1,2,0,9,1,1,8,4,4,6,1,36 to 50,Female,632.7
10143,Train Conductor,0,10,2,7,2,3,4,4,3,2,2,Less than 20,Female,644.2
10144,Train Conductor,0,10,1,7,2,6,7,3,6,10,2,51 or more,Female,720.2
10145,Logistics Coordinator,0,4,1,6,2,9,7,3,2,5,2,36 to 50,Male,632.4
10146,Train Conductor,5,7,5,7,1,10,8,3,1,3,2,Less than 20,Female,673.6
10147,Fleet Manager,0,10,0,10,1,10,10,0,9,10,2,Less than 20,Male,770.9
10148,Logistics Coordinator,6,10,4,2,1,7,7,3,1,3,2,21 to 35,Male,655.8
10149,Intercity Bus Driver,4,10,5,7,2,9,6,1,9,6,2,36 to 50,Male,718.9
10150,Environmental and Sustainability Manager,0,3,0,2,1,5,8,3,3,3,1,51 or more,Female,630.1
10151,Operations Manager,0,5,0,0,2,9,4,0,4,3,2,51 or more,Male,645.4
10152,Logistics Coordinator,0,10,1,5,2,8,5,4,1,2,2,51 or more,Female,621.6
10153,Logistics Coordinator,0,10,5,8,2,10,8,3,1,5,1,21 to 35,Female,658.3
10154,Depot Driver,8,10,5,6,2,10,8,0,8,10,1,21 to 35,Male,731.4
